ApplNo,ProductNo,Form,Strength,ReferenceDrug,DrugName,ActiveIngredient,ReferenceStandard,
091001,3,"TABLET, EXTENDED RELEASE;ORAL",25.5MG,0,NISOLDIPINE,NISOLDIPINE,0,
091001,4,"TABLET, EXTENDED RELEASE;ORAL",34MG,0,NISOLDIPINE,NISOLDIPINE,0,
091002,1,TABLET;ORAL,EQ 25MG BASE,0,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,0,
091002,2,TABLET;ORAL,EQ 100MG BASE,0,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,0,
091002,3,TABLET;ORAL,EQ 150MG BASE,0,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,0,
091004,1,CAPSULE;ORAL,"50,000 IU",0,ERGOCALCIFEROL,ERGOCALCIFEROL,0,
091007,1,POWDER;INTRAVENOUS,EQ 500MG BASE/VIAL;500MG/VIAL,0,IMIPENEM AND CILASTATIN,CILASTATIN SODIUM; IMIPENEM,0,
091008,1,CAPSULE;ORAL,100MG,0,GABAPENTIN,GABAPENTIN,0,
091008,2,CAPSULE;ORAL,300MG,0,GABAPENTIN,GABAPENTIN,0,
091008,3,CAPSULE;ORAL,400MG,0,GABAPENTIN,GABAPENTIN,0,
091009,2,"TABLET, EXTENDED RELEASE;ORAL",1.2GM,0,GUAIFENESIN,GUAIFENESIN,0,
091011,1,TABLET;ORAL,50MG,0,BICALUTAMIDE,BICALUTAMIDE,0,
091018,1,CAPSULE;ORAL,1GM CONTAINS AT LEAST 900MG OF THE ETHYL ESTERS OF OMEGA-3 FATTY ACIDS,0,OMEGA-3-ACID ETHYL ESTERS,OMEGA-3-ACID ETHYL ESTERS,0,
091019,1,TABLET;ORAL,250MG,0,CHENODIOL,CHENODIOL,1,
091020,1,FOR SUSPENSION;ORAL,40MG/5ML,0,FAMOTIDINE,FAMOTIDINE,0,
091022,1,"CAPSULE, EXTENDED RELEASE;ORAL",120MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
091022,2,"CAPSULE, EXTENDED RELEASE;ORAL",180MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
091022,3,"CAPSULE, EXTENDED RELEASE;ORAL",240MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
091022,4,"CAPSULE, EXTENDED RELEASE;ORAL",300MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
091022,5,"CAPSULE, EXTENDED RELEASE;ORAL",360MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
091022,6,"CAPSULE, EXTENDED RELEASE;ORAL",420MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
091023,1,TABLET;ORAL,EQ 300MG BASE,0,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,0,
091024,1,TABLET;ORAL,1MG,0,ESZOPICLONE,ESZOPICLONE,0,
091024,2,TABLET;ORAL,2MG,0,ESZOPICLONE,ESZOPICLONE,0,
091024,3,TABLET;ORAL,3MG,0,ESZOPICLONE,ESZOPICLONE,0,
091025,1,CAPSULE;ORAL,25MG,0,PREGABALIN,PREGABALIN,0,
091025,2,CAPSULE;ORAL,50MG,0,PREGABALIN,PREGABALIN,0,
091025,3,CAPSULE;ORAL,75MG,0,PREGABALIN,PREGABALIN,0,
091025,4,CAPSULE;ORAL,100MG,0,PREGABALIN,PREGABALIN,0,
091025,5,CAPSULE;ORAL,150MG,0,PREGABALIN,PREGABALIN,0,
091025,6,CAPSULE;ORAL,200MG,0,PREGABALIN,PREGABALIN,0,
091025,7,CAPSULE;ORAL,225MG,0,PREGABALIN,PREGABALIN,0,
091025,8,CAPSULE;ORAL,300MG,0,PREGABALIN,PREGABALIN,0,
091027,1,TABLET;ORAL,300MG,0,LITHIUM CARBONATE,LITHIUM CARBONATE,0,
091028,1,CAPSULE;ORAL,1GM CONTAINS AT LEAST 900MG OF THE ETHYL ESTERS OF OMEGA-3 FATTY ACIDS,0,OMEGA-3-ACID ETHYL ESTERS,OMEGA-3-ACID ETHYL ESTERS,0,
091030,1,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,0,CEFOTETAN,CEFOTETAN DISODIUM,0,
091031,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,0,CEFOTETAN,CEFOTETAN DISODIUM,0,
091031,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,0,CEFOTETAN,CEFOTETAN DISODIUM,0,
091032,1,INJECTABLE;INJECTION,40MG/2ML (20MG/ML),0,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,0,
091032,2,INJECTABLE;INJECTION,100MG/5ML (20MG/ML),0,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,0,
091033,1,INJECTABLE;INJECTION,50MG/ML,0,PROGESTERONE,PROGESTERONE,0,
091034,1,SOLUTION/DROPS;OPHTHALMIC,EQ 2% BASE,0,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,0,
091036,1,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,
091036,2,FOR SUSPENSION;ORAL,EQ 500MG BASE/5ML,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,
091037,1,CAPSULE;ORAL,250MG,0,VALPROIC ACID,VALPROIC ACID,0,
091038,1,TABLET;ORAL,2.5MG,0,OLANZAPINE,OLANZAPINE,0,
091038,2,TABLET;ORAL,5MG,0,OLANZAPINE,OLANZAPINE,0,
091038,3,TABLET;ORAL,7.5MG,0,OLANZAPINE,OLANZAPINE,0,
091038,4,TABLET;ORAL,10MG,0,OLANZAPINE,OLANZAPINE,0,
091038,5,TABLET;ORAL,15MG,0,OLANZAPINE,OLANZAPINE,0,
091038,6,TABLET;ORAL,20MG,0,OLANZAPINE,OLANZAPINE,0,
091039,1,POWDER;INTRAVENOUS,500MG/VIAL,0,DAPTOMYCIN,DAPTOMYCIN,0,
091040,1,CAPSULE;ORAL,25MG,0,PREGABALIN,PREGABALIN,0,
091040,2,CAPSULE;ORAL,50MG,0,PREGABALIN,PREGABALIN,0,
091040,3,CAPSULE;ORAL,75MG,0,PREGABALIN,PREGABALIN,0,
091040,4,CAPSULE;ORAL,100MG,0,PREGABALIN,PREGABALIN,0,
091040,5,CAPSULE;ORAL,150MG,0,PREGABALIN,PREGABALIN,0,
091040,6,CAPSULE;ORAL,200MG,0,PREGABALIN,PREGABALIN,0,
091040,7,CAPSULE;ORAL,225MG,0,PREGABALIN,PREGABALIN,0,
091040,8,CAPSULE;ORAL,300MG,0,PREGABALIN,PREGABALIN,0,
091041,1,INJECTABLE;INJECTION,EQ 0.2MG BASE/ML,0,OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,0,
091041,2,INJECTABLE;INJECTION,EQ 1MG BASE/ML,0,OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,0,
091042,1,TABLET;ORAL,35MG,0,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,0,
091044,1,CREAM;TOPICAL,5%,0,IMIQUIMOD,IMIQUIMOD,0,
091045,1,INJECTABLE;INJECTION,1MG/ML,0,METOPROLOL TARTRATE,METOPROLOL TARTRATE,0,
091048,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,0,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE,0,
091048,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,0,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE,0,
091049,1,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",EQ 250MG BASE/VIAL,0,CEFTRIAXONE,CEFTRIAXONE SODIUM,0,
091049,2,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",EQ 500MG BASE/VIAL,0,CEFTRIAXONE,CEFTRIAXONE SODIUM,0,
091049,3,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",EQ 1GM BASE/VIAL,0,CEFTRIAXONE,CEFTRIAXONE SODIUM,0,
091049,4,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",EQ 2GM BASE/VIAL,0,CEFTRIAXONE,CEFTRIAXONE SODIUM,0,
091050,1,TABLET;ORAL,EQ 300MG BASE,0,ABACAVIR SULFATE,ABACAVIR SULFATE,0,
091051,1,TABLET;ORAL,1MG,0,ANASTROZOLE,ANASTROZOLE,0,
091052,1,"TABLET, DELAYED RELEASE;ORAL",EQ 150MG BASE,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,0,
091053,1,TABLET;ORAL,25MG,0,ACARBOSE,ACARBOSE,0,
091053,2,TABLET;ORAL,50MG,0,ACARBOSE,ACARBOSE,0,
091053,3,TABLET;ORAL,100MG,0,ACARBOSE,ACARBOSE,0,
091054,1,TABLET;ORAL,12.5MG,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,0,
091054,2,TABLET;ORAL,25MG,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,0,
091054,3,TABLET;ORAL,50MG,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,0,
091055,1,TABLET;ORAL,200MG;300MG,0,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,0,
091056,1,INJECTABLE;INJECTION,0.50%,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,0,
091056,2,INJECTABLE;INJECTION,1%,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,0,
091058,1,INJECTABLE;INJECTION,0.50%,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,0,
091058,2,INJECTABLE;INJECTION,1%,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,0,
091059,1,TABLET;ORAL,EQ 25MG BASE,0,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,0,
091059,2,TABLET;ORAL,EQ 100MG BASE,0,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,0,
091059,3,TABLET;ORAL,EQ 150MG BASE,0,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,0,
091062,1,INJECTABLE;INJECTION,1MG/ML,0,CISPLATIN,CISPLATIN,0,
091063,1,INJECTABLE;INTRAVENOUS,50MG/5ML (10MG/ML),0,CARBOPLATIN,CARBOPLATIN,0,
091063,2,INJECTABLE;INTRAVENOUS,150MG/15ML (10MG/ML),0,CARBOPLATIN,CARBOPLATIN,0,
091063,3,INJECTABLE;INTRAVENOUS,450MG/45ML (10MG/ML),0,CARBOPLATIN,CARBOPLATIN,0,
091063,4,INJECTABLE;INTRAVENOUS,600MG/60ML (10MG/ML),0,CARBOPLATIN,CARBOPLATIN,0,
091065,1,INJECTABLE;INJECTION,15MG/ML,0,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,0,
091065,2,INJECTABLE;INJECTION,30MG/ML,0,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,0,
091068,1,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,0,CEFTRIAXONE,CEFTRIAXONE SODIUM,0,
091069,1,TABLET;ORAL,1.25MG,0,RAMIPRIL,RAMIPRIL,0,
091069,2,TABLET;ORAL,2.5MG,0,RAMIPRIL,RAMIPRIL,0,
091069,3,TABLET;ORAL,5MG,0,RAMIPRIL,RAMIPRIL,0,
091069,4,TABLET;ORAL,10MG,0,RAMIPRIL,RAMIPRIL,0,
091070,1,"TABLET, EXTENDED RELEASE;ORAL",30MG;600MG,0,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN,0,
091070,2,"TABLET, EXTENDED RELEASE;ORAL",60MG;1.2GM,0,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN,0,
091071,1,"TABLET, EXTENDED RELEASE;ORAL",600MG;60MG,0,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE,0,
091071,2,"TABLET, EXTENDED RELEASE;ORAL",1.2GM;120MG,0,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE,0,
091072,1,CAPSULE;ORAL,EQ 1.5MG BASE,0,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,0,
091072,2,CAPSULE;ORAL,EQ 3MG BASE,0,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,0,
091072,3,CAPSULE;ORAL,EQ 4.5MG BASE,0,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,0,
091072,4,CAPSULE;ORAL,EQ 6MG BASE,0,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,0,
091073,1,GEL;TRANSDERMAL,50MG/5GM PACKET,0,TESTOSTERONE,TESTOSTERONE,0,
091077,1,FOR SOLUTION;ORAL,17GM/SCOOPFUL,0,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,0,
091078,1,SYRUP;ORAL,EQ 15MG BASE/ML,0,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,0,
091079,1,TABLET;ORAL,5MG,0,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,0,
091079,2,TABLET;ORAL,20MG,0,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,0,
091079,3,TABLET;ORAL,40MG,0,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,0,
091083,1,TABLET;ORAL,500MG,0,NABUMETONE,NABUMETONE,0,
091083,2,TABLET;ORAL,750MG,0,NABUMETONE,NABUMETONE,0,
091084,1,TABLET; ORAL,40MG; 12.5MG,0,TELMISARTAN; HYDROCHLOROTHIAZIDE,TELMISARTAN; HYDROCHLOROTHIAZIDE,,
091084,2,TABLET; ORAL,80MG; 12.5MG,0,TELMISARTAN; HYDROCHLOROTHIAZIDE,TELMISARTAN; HYDROCHLOROTHIAZIDE,,
091084,3,TABLET; ORAL,80MG; 25MG,0,TELMISARTAN; HYDROCHLOROTHIAZIDE,TELMISARTAN; HYDROCHLOROTHIAZIDE,,
091086,1,SOLUTION; OPHTHALMIC,0.2%; 0.5%,0,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,,
091087,1,SOLUTION/DROPS;OPHTHALMIC,0.2%;EQ 0.5% BASE,0,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,0,
091089,1,INJECTABLE;INJECTION,EQ 4MG BASE/VIAL,0,TOPOTECAN HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,0,
091090,1,TABLET;ORAL,5MG,0,NORETHINDRONE ACETATE,NORETHINDRONE ACETATE,0,
091091,1,SYRUP;ORAL,EQ 15MG BASE/ML,0,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,0,
091093,1,"TABLET, EXTENDED RELEASE;ORAL",500MG,0,LEVETIRACETAM,LEVETIRACETAM,0,
091093,2,"TABLET, EXTENDED RELEASE;ORAL",750MG,0,LEVETIRACETAM,LEVETIRACETAM,0,
091095,1,CAPSULE;ORAL,25MG,0,NITROFURANTOIN,"NITROFURANTOIN, MACROCRYSTALLINE",0,
091095,2,CAPSULE;ORAL,50MG,0,NITROFURANTOIN,"NITROFURANTOIN, MACROCRYSTALLINE",0,
091095,3,CAPSULE;ORAL,100MG,0,NITROFURANTOIN,"NITROFURANTOIN, MACROCRYSTALLINE",0,
091098,1,TABLET;ORAL,2.5MG,0,LETROZOLE,LETROZOLE,0,
091099,1,CAPSULE;ORAL,EQ 75MG HYDROCHLORIDE,0,IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,1,
091099,2,CAPSULE;ORAL,EQ 100MG HYDROCHLORIDE,0,IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,0,
091099,3,CAPSULE;ORAL,EQ 125MG HYDROCHLORIDE,0,IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,0,
091099,4,CAPSULE;ORAL,EQ 150MG HYDROCHLORIDE,0,IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,0,
091101,1,INJECTABLE;INJECTION,4MCG/2ML (2MCG/ML),0,DOXERCALCIFEROL,DOXERCALCIFEROL,0,
091102,1,SOLUTION;ORAL,EQ 30MG BASE/3ML (EQ 10MG BASE/ML),0,CAFFEINE CITRATE,CAFFEINE CITRATE,0,
091103,1,TABLET;ORAL,1MG,0,ESZOPICLONE,ESZOPICLONE,0,
091103,2,TABLET;ORAL,2MG,0,ESZOPICLONE,ESZOPICLONE,0,
091103,3,TABLET;ORAL,3MG,0,ESZOPICLONE,ESZOPICLONE,0,
091104,1,INJECTABLE;INJECTION,1MG/10ML (0.1MG/ML),0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,0,
091104,2,INJECTABLE;INJECTION,5MG/10ML (0.5MG/ML),0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,0,
091105,1,TABLET;ORAL-28,0.03MG;0.3MG,0,ELINEST,ETHINYL ESTRADIOL; NORGESTREL,0,
091106,1,INJECTABLE;INJECTION,EQ 10MG BASE/ML,0,VINORELBINE TARTRATE,VINORELBINE TARTRATE,1,
091108,1,SOLUTION;INTRAVENOUS,0.002MG/ML (0.002MG/ML),0,PARICALCITOL,PARICALCITOL,0,
091108,2,SOLUTION;INTRAVENOUS,0.005MG/ML (0.005MG/ML),0,PARICALCITOL,PARICALCITOL,0,
091108,3,SOLUTION;INTRAVENOUS,0.01MG/2ML (0.005MG/ML),0,PARICALCITOL,PARICALCITOL,0,
091112,1,INJECTABLE;INJECTION,15%(150GM/1000ML),0,AMINO ACIDS,AMINO ACIDS,0,
091112,2,INJECTABLE;INJECTION,15%(300GM/2000ML),0,AMINO ACIDS,AMINO ACIDS,0,
091113,1,TABLET;ORAL,1MG,0,ESZOPICLONE,ESZOPICLONE,0,
091113,2,TABLET;ORAL,2MG,0,ESZOPICLONE,ESZOPICLONE,0,
091113,3,TABLET;ORAL,3MG,0,ESZOPICLONE,ESZOPICLONE,0,
091114,1,TABLET;ORAL,125MG,0,FAMCICLOVIR,FAMCICLOVIR,0,
091114,2,TABLET;ORAL,250MG,0,FAMCICLOVIR,FAMCICLOVIR,0,
091114,3,TABLET;ORAL,500MG,0,FAMCICLOVIR,FAMCICLOVIR,0,
091115,1,INJECTABLE;INJECTION,50MG/5ML (10MG/ML),0,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,0,
091115,2,INJECTABLE;INJECTION,100MG/10ML (10MG/ML),0,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,0,
091116,1,"TABLET, CHEWABLE;ORAL",5MG,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,0,
091116,2,"TABLET, CHEWABLE;ORAL",10MG,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,0,
091116,3,"TABLET, CHEWABLE;ORAL",5MG,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,0,
091116,4,"TABLET, CHEWABLE;ORAL",10MG,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,0,
091117,1,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,0,CEFTRIAXONE SODIUM,CEFTRIAXONE SODIUM,0,
091118,1,"TABLET, EXTENDED RELEASE;ORAL",EQ 45MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091118,2,"TABLET, EXTENDED RELEASE;ORAL",EQ 55MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,,
091118,3,"TABLET, EXTENDED RELEASE;ORAL",EQ 65MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091118,4,"TABLET, EXTENDED RELEASE;ORAL",EQ 80MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091118,5,"TABLET, EXTENDED RELEASE;ORAL",EQ 90MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091118,6,"TABLET, EXTENDED RELEASE;ORAL",EQ 105MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091118,7,"TABLET, EXTENDED RELEASE;ORAL",EQ 115MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091118,8,"TABLET, EXTENDED RELEASE;ORAL",EQ 135MG BASE,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,0,
091120,1,INJECTABLE;INJECTION,200MG/ML,0,TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,0,
091123,1,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 37.5MG BASE,0,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,0,
091123,2,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 75MG BASE,0,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,0,
091123,3,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 150MG BASE,0,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,0,
091124,1,TABLET;ORAL,1MG,0,ESZOPICLONE,ESZOPICLONE,0,
091124,2,TABLET;ORAL,2MG,0,ESZOPICLONE,ESZOPICLONE,0,
091124,3,TABLET;ORAL,3MG,0,ESZOPICLONE,ESZOPICLONE,0,
091128,1,"TABLET, CHEWABLE;ORAL",EQ 4MG BASE,0,MONTELUKAST SODIUM,MONTELUKAST SODIUM,0,
091128,2,"TABLET, CHEWABLE;ORAL",EQ 5MG BASE,0,MONTELUKAST SODIUM,MONTELUKAST SODIUM,0,
091129,1,TABLET;ORAL,25MG,0,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,0,
091129,2,TABLET;ORAL,50MG,0,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,0,
091129,3,TABLET;ORAL,100MG,0,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,0,
091130,1,SYRUP;ORAL,5MG/5ML,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,0,
091130,2,SYRUP;ORAL,5MG/5ML,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,0,
091133,1,CAPSULE;ORAL,100MG,0,BENZONATATE,BENZONATATE,0,
091133,2,CAPSULE;ORAL,200MG,0,BENZONATATE,BENZONATATE,0,
091134,1,"TABLET, EXTENDED RELEASE;ORAL",400MG,0,ETODOLAC,ETODOLAC,0,
091134,2,"TABLET, EXTENDED RELEASE;ORAL",500MG,0,ETODOLAC,ETODOLAC,0,
091134,3,"TABLET, EXTENDED RELEASE;ORAL",600MG,0,ETODOLAC,ETODOLAC,0,
091135,1,"SUSPENSION, EXTENDED RELEASE;ORAL",EQ 30MG HYDROBROMIDE/5ML,0,DEXTROMETHORPHAN POLISTIREX,DEXTROMETHORPHAN POLISTIREX,0,
091136,1,INJECTABLE;INJECTION,EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML),0,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,0,
091136,2,INJECTABLE;INJECTION,EQ 1MG BASE/ML (EQ 1MG BASE/ML),0,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,0,
091137,1,INJECTABLE; INJECTION,1MG/ML,0,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,,
091137,2,INJECTABLE;INJECTION,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),0,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,0,
091141,1,SOLUTION;INHALATION,0.02MG/2ML,0,FORMOTEROL FUMARATE,FORMOTEROL FUMARATE,0,
091144,1,TABLET;ORAL,EQ 600MG BASE;300MG,0,ABACAVIR SULFATE AND LAMIVUDINE,ABACAVIR SULFATE; LAMIVUDINE,0,
091145,1,TABLET;ORAL,1MG,0,FOLIC ACID,FOLIC ACID,0,
091149,1,TABLET;SUBLINGUAL,EQ 2MG BASE;EQ 0.5MG BASE,0,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,0,
091149,2,TABLET;SUBLINGUAL,EQ 8MG BASE;EQ 2MG BASE,0,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,0,
091151,1,TABLET;ORAL,1MG,0,ESZOPICLONE,ESZOPICLONE,0,
091151,2,TABLET;ORAL,2MG,0,ESZOPICLONE,ESZOPICLONE,0,
091151,3,TABLET;ORAL,3MG,0,ESZOPICLONE,ESZOPICLONE,0,
091152,1,INJECTABLE;INJECTION,1MG/ML,0,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,0,
091153,1,TABLET;ORAL,1MG,0,ESZOPICLONE,ESZOPICLONE,0,
091153,2,TABLET;ORAL,2MG,0,ESZOPICLONE,ESZOPICLONE,0,
091153,3,TABLET;ORAL,3MG,0,ESZOPICLONE,ESZOPICLONE,0,
091154,1,TABLET;ORAL,EQ 5MG BASE;20MG,0,AMLODIPINE AND OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,0,
091154,2,TABLET;ORAL,EQ 5MG BASE;40MG,0,AMLODIPINE AND OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,0,
091154,3,TABLET;ORAL,EQ 10MG BASE;20MG,0,AMLODIPINE AND OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,0,
091154,4,TABLET;ORAL,EQ 10MG BASE;40MG,0,AMLODIPINE AND OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,0,
091155,1,TABLET;ORAL,500MG;EQ 15MG BASE,0,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,0,
091155,2,TABLET;ORAL,850MG;EQ 15MG BASE,0,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,0,
091156,1,SOLUTION;ORAL,80MG/15ML,0,THEOPHYLLINE,THEOPHYLLINE,1,
091157,1,CAPSULE;ORAL,25MG,0,PREGABALIN,PREGABALIN,0,
